ngram,matched_token,matched_category,line,name,game_id
"['DIM', 'z$', '(', '7', ',', '13', ')']",(,punctuation,5,spukhaus3,5
"['z$', '(', '7', ',', '13', ')', 'REM', 'DATA']",",",punctuation,5,spukhaus3,5
"['7', ',', '13', ')', 'REM', 'DATA', '77', ',']",),punctuation,5,spukhaus3,5
"['POKE', '36869', ',', '205', ':', 'POKE', '36879']",",",punctuation,20,spukhaus3,5
"['36869', ',', '205', ':', 'POKE', '36879', ',', '127']",:,punctuation,20,spukhaus3,5
"[':', 'POKE', '36879', ',', '127', ':', 'li', '=']",",",punctuation,20,spukhaus3,5
"['36879', ',', '127', ':', 'li', '=', '0', ':']",:,punctuation,20,spukhaus3,5
"['li', '=', '0', ':', 'POKE', '650', ',', '0']",:,punctuation,20,spukhaus3,5
"[':', 'POKE', '650', ',', '0', 'zs', '=', '5120']",",",punctuation,20,spukhaus3,5
"['yy', '=', 'INT', '(', 'RND', '(', '1', ')']",(,punctuation,35,spukhaus3,5
"['INT', '(', 'RND', '(', '1', ')', '*', '3']",(,punctuation,35,spukhaus3,5
"['RND', '(', '1', ')', '*', '3', ')', '+']",),punctuation,35,spukhaus3,5
"[')', '*', '3', ')', '+', '1', 'PRINT', 'IF']",),punctuation,35,spukhaus3,5
"['ti$', '=', '""000000""', ':', 'ze', '=', '14', ':']",:,punctuation,50,spukhaus3,5
"['ze', '=', '14', ':', 'zn', '=', 'ze', '+']",:,punctuation,50,spukhaus3,5
"['ze', '+', '6', ':', 'gz', '=', '30', 'FOR']",:,punctuation,50,spukhaus3,5
"['zi', '=', '1', ':', 'GOSUB', '45000', 'PRINT', '""{home}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}  12345678{up}""']",:,punctuation,1000,spukhaus3,5
"['THEN', 'PRINT', 'q$', ';', '""{rvs_on}{up}{up}{up}{up}{up}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{SHIFT-POUND}""', 'PRINT', ':', 'FOR']",;,punctuation,1010,spukhaus3,5
"['THEN', 'PRINT', 'q$', ';', '""{rvs_on}{red}{up}{up}{up}{up}{up}{right}{right}{right}{right}{right}{right}{right}{CBM-M}""', 'p', '=', 'PEEK']",;,punctuation,1020,spukhaus3,5
"['1', 'TO', '2000', ':', 'NEXT', ':', 'GOSUB', '49000']",:,punctuation,1047,spukhaus3,5
"['2000', ':', 'NEXT', ':', 'GOSUB', '49000']",:,punctuation,1047,spukhaus3,5
"['GOSUB', '49000', ':', 'GOSUB', '14000', 'PRINT', '""{right}{right}{right}{right}{right}____________""']",:,punctuation,1055,spukhaus3,5
"['yy', 'GOTO', '3000', ',', '2000', ',', '7000', 'RETURN']",",",punctuation,1060,spukhaus3,5
"['3000', ',', '2000', ',', '7000', 'RETURN', 'o', '=']",",",punctuation,1060,spukhaus3,5
"['THEN', 'GOSUB', '40100', ':', 'h', '=', '1', 'PRINT']",:,punctuation,1065,spukhaus3,5
"['THEN', 'GOSUB', '40000', ':', 'h', '=', '1', 'IF']",:,punctuation,1070,spukhaus3,5
"['yy', 'GOTO', '8000', ',', '4000', ',', '6000', 'PRINT']",",",punctuation,1075,spukhaus3,5
"['8000', ',', '4000', ',', '6000', 'PRINT', '""{right}{right}{right}________________""', 'PRINT']",",",punctuation,1075,spukhaus3,5
"['IF', 'LEFT$', '(', 'vn$', ',', '4', ')']",(,punctuation,1080,spukhaus3,5
"['LEFT$', '(', 'vn$', ',', '4', ')', '=', '""sieh""']",",",punctuation,1080,spukhaus3,5
"['vn$', ',', '4', ')', '=', '""sieh""', 'AND', 'MID$']",),punctuation,1080,spukhaus3,5
"['""sieh""', 'AND', 'MID$', '(', 'vn$', ',', 'lg', '-']",(,punctuation,1080,spukhaus3,5
"['MID$', '(', 'vn$', ',', 'lg', '-', '6', ',']",",",punctuation,1080,spukhaus3,5
"['lg', '-', '6', ',', '7', ')', '=', '""fenster""']",",",punctuation,1080,spukhaus3,5
"['6', ',', '7', ')', '=', '""fenster""', 'THEN', 'GOSUB']",),punctuation,1080,spukhaus3,5
"['THEN', 'GOSUB', '41000', ':', 'h', '=', '1', 's%']",:,punctuation,1080,spukhaus3,5
"['se', '=', '0', ':', 'sh', '=', '2', ':']",:,punctuation,1085,spukhaus3,5
"['sh', '=', '2', ':', 'GOSUB', '40700', ':', 'h']",:,punctuation,1085,spukhaus3,5
"[':', 'GOSUB', '40700', ':', 'h', '=', '1', 'PRINT']",:,punctuation,1085,spukhaus3,5
"['db', '=', '0', ':', 'h', '=', '1', ':']",:,punctuation,1120,spukhaus3,5
"['h', '=', '1', ':', 'GOSUB', '40700', 'GOTO', '20000']",:,punctuation,1120,spukhaus3,5
"['1', 'TO', '2000', ':', 'NEXT', ':', 'h', '=']",:,punctuation,1890,spukhaus3,5
"['2000', ':', 'NEXT', ':', 'h', '=', '0', ':']",:,punctuation,1890,spukhaus3,5
"['h', '=', '0', ':', 'GOTO', '1050', 'PRINT', '""{down}wollen sie trotzdem?""']",:,punctuation,1890,spukhaus3,5
"['1', 'TO', '2000', ':', 'NEXT', ':', 'GOTO', '1050']",:,punctuation,1900,spukhaus3,5
"['2000', ':', 'NEXT', ':', 'GOTO', '1050', 'FOR', 'i']",:,punctuation,1900,spukhaus3,5
"['zi', '=', '4', ':', 'GOSUB', '45000', 'PRINT', '""{clr}""']",:,punctuation,2000,spukhaus3,5
"['THEN', 'PRINT', 'q$', ';', '""{rvs_on}{up}{up}{up}{up}{right}{right}{right}{right}{right}{right}{right}{right}{CBM-+}""', 'PRINT', '""l = load daten""', 'PRINT']",;,punctuation,2010,spukhaus3,5
"['PRINT', 'q$', ';', '""du bist in der""', 'SAVE', '""robot.zchn      ""', 'PRINT']",;,punctuation,2050,spukhaus3,5
"['1', 'TO', '2000', ':', 'NEXT', ':', 'GOSUB', '49000']",:,punctuation,2060,spukhaus3,5
"['2000', ':', 'NEXT', ':', 'GOSUB', '49000', 'POKE', '43']",:,punctuation,2060,spukhaus3,5
"['GOSUB', '49000', ':', 'GOSUB', '14000']",:,punctuation,2105,spukhaus3,5
"['yy', 'GOTO', '3000', ',', '1000', ',', '6000', 'IF']",",",punctuation,2110,spukhaus3,5
"['3000', ',', '1000', ',', '6000', 'IF', 'a$', '=']",",",punctuation,2110,spukhaus3,5
"['yy', 'GOTO', '10000', ',', '7000', ',', '10000', 'PRINT']",",",punctuation,2120,spukhaus3,5
"['10000', ',', '7000', ',', '10000', 'PRINT', '""druecke leertaste""', 'DATA']",",",punctuation,2120,spukhaus3,5
"['1', 'AND', 'LEFT$', '(', 'vn$', ',', '4', ')']",(,punctuation,2130,spukhaus3,5
"['LEFT$', '(', 'vn$', ',', '4', ')', '=', '""sieh""']",",",punctuation,2130,spukhaus3,5
"['vn$', ',', '4', ')', '=', '""sieh""', 'AND', 'MID$']",),punctuation,2130,spukhaus3,5
"['""sieh""', 'AND', 'MID$', '(', 'vn$', ',', 'lg', '-']",(,punctuation,2130,spukhaus3,5
"['MID$', '(', 'vn$', ',', 'lg', '-', '6', ',']",",",punctuation,2130,spukhaus3,5
"['lg', '-', '6', ',', '7', ')', '=', '""schrank""']",",",punctuation,2130,spukhaus3,5
"['6', ',', '7', ')', '=', '""schrank""', 'THEN', 'GOSUB']",),punctuation,2130,spukhaus3,5
"['THEN', 'GOSUB', '41000', ':', 'h', '=', '1', 'IF']",:,punctuation,2130,spukhaus3,5
"['1', 'AND', 'LEFT$', '(', 'vn$', ',', '4', ')']",(,punctuation,2135,spukhaus3,5
"['LEFT$', '(', 'vn$', ',', '4', ')', '=', '""sieh""']",",",punctuation,2135,spukhaus3,5
"['vn$', ',', '4', ')', '=', '""sieh""', 'AND', 'MID$']",),punctuation,2135,spukhaus3,5
"['""sieh""', 'AND', 'MID$', '(', 'vn$', ',', 'lg', '-']",(,punctuation,2135,spukhaus3,5
"['MID$', '(', 'vn$', ',', 'lg', '-', '6', ',']",",",punctuation,2135,spukhaus3,5
"['lg', '-', '6', ',', '7', ')', '=', '""schrank""']",",",punctuation,2135,spukhaus3,5
"['6', ',', '7', ')', '=', '""schrank""', 'THEN', 'GOSUB']",),punctuation,2135,spukhaus3,5
"['THEN', 'GOSUB', '40000', ':', 'h', '=', '1', 'IF']",:,punctuation,2150,spukhaus3,5
"['h', '=', '1', ':', 'hb', '=', '2', ':']",:,punctuation,2160,spukhaus3,5
"['hb', '=', '2', ':', 'GOSUB', '40700', 'IF', 'a$']",:,punctuation,2160,spukhaus3,5
"['THEN', 'PRINT', 'q$', ';', '""ok hast gegessen""', ':', 'es', '=']",;,punctuation,2170,spukhaus3,5
"['q$', ';', '""ok hast gegessen""', ':', 'es', '=', '0', ':']",:,punctuation,2170,spukhaus3,5
"['es', '=', '0', ':', 'h', '=', '1', 'GOTO']",:,punctuation,2170,spukhaus3,5
"['THEN', 'PRINT', 'q$', ';', '""ok hast getrunken""', ':', 'tr', '=']",;,punctuation,2180,spukhaus3,5
"['q$', ';', '""ok hast getrunken""', ':', 'tr', '=', '0', ':']",:,punctuation,2180,spukhaus3,5
"['tr', '=', '0', ':', 'h', '=', '1', 'PRINT']",:,punctuation,2180,spukhaus3,5
"['h', '=', '1', ':', 'aa', '=', '0', ':']",:,punctuation,2200,spukhaus3,5
"['aa', '=', '0', ':', 'GOSUB', '41500', ':', 'h']",:,punctuation,2200,spukhaus3,5
"[':', 'GOSUB', '41500', ':', 'h', '=', '1', ':']",:,punctuation,2200,spukhaus3,5
"['h', '=', '1', ':', 'ss', '=', '1', 'GOSUB']",:,punctuation,2200,spukhaus3,5
"['1', 'TO', '2000', ':', 'NEXT', ':', 'h', '=']",:,punctuation,2900,spukhaus3,5
"['2000', ':', 'NEXT', ':', 'h', '=', '0', ':']",:,punctuation,2900,spukhaus3,5
"['h', '=', '0', ':', 'GOTO', '2100', 'GOSUB', '2800']",:,punctuation,2900,spukhaus3,5
"['GOSUB', '40200', ':', 'FOR', 'q', '=', '1']",:,punctuation,2910,spukhaus3,5
"['1', 'TO', '2000', ':', 'NEXT', ':', 'GOTO', '2100']",:,punctuation,2910,spukhaus3,5
"['2000', ':', 'NEXT', ':', 'GOTO', '2100', 'PRINT', '""aber vorsicht, kommen sie ihnen nicht zu    nahe!""']",:,punctuation,2910,spukhaus3,5
"['zi', '=', '2', ':', 'GOSUB', '45000', 'PRINT', '""{clr}""']",:,punctuation,3000,spukhaus3,5
"['THEN', 'PRINT', 'q$', ';', '""{rvs_on}{red}{up}{up}{up}{up}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{CBM-+}""', 'LOAD', '""robot.zchn      ""', ',']",;,punctuation,3020,spukhaus3,5
"['PRINT', 'q$', ';', '""du bist im esszimmer""', 'zz', '=', '0']",;,punctuation,3050,spukhaus3,5
"['1', 'TO', '2000', ':', 'NEXT', ':', 'GOSUB', '49000']",:,punctuation,3060,spukhaus3,5
"['2000', ':', 'NEXT', ':', 'GOSUB', '49000', 'GOSUB', '5050']",:,punctuation,3060,spukhaus3,5
"['h', '=', '0', ':', 'gt', '=', '0', ':']",:,punctuation,3070,spukhaus3,5
"['gt', '=', '0', ':', 'lz', '=', '0', 'PRINT']",:,punctuation,3070,spukhaus3,5
"['GOSUB', '49000', ':', 'GOSUB', '12000', ':', 'GOSUB']",:,punctuation,3105,spukhaus3,5
"[':', 'GOSUB', '12000', ':', 'GOSUB', '14000']",:,punctuation,3105,spukhaus3,5
"['yy', 'GOTO', '1000', ',', '4000', ',', '4000', 'PRINT']",",",punctuation,3110,spukhaus3,5
"['1000', ',', '4000', ',', '4000', 'PRINT', '""{down}{down}{down}rssssssssssss{up}{up}{up}{blue}v{black}{down}{down}{down}{left}ssssst{down}{left}u{down}{left}u{down}{left}u{down}{left}u{right}{right}{right}sssssssssssssssssssss""', 'IF']",",",punctuation,3110,spukhaus3,5
"['THEN', 'GOSUB', '40000', ':', 'h', '=', '1', 'PRINT']",:,punctuation,3120,spukhaus3,5
"['IF', 'LEFT$', '(', 'vn$', ',', '4', ')']",(,punctuation,3130,spukhaus3,5
"['LEFT$', '(', 'vn$', ',', '4', ')', '=', '""sieh""']",",",punctuation,3130,spukhaus3,5
"['vn$', ',', '4', ')', '=', '""sieh""', 'AND', 'MID$']",),punctuation,3130,spukhaus3,5
"['""sieh""', 'AND', 'MID$', '(', 'vn$', ',', 'lg', '-']",(,punctuation,3130,spukhaus3,5
"['MID$', '(', 'vn$', ',', 'lg', '-', '4', ',']",",",punctuation,3130,spukhaus3,5
"['lg', '-', '4', ',', '5', ')', '=', '""tisch""']",",",punctuation,3130,spukhaus3,5
"['4', ',', '5', ')', '=', '""tisch""', 'THEN', 'GOSUB']",),punctuation,3130,spukhaus3,5
"['THEN', 'PRINT', 'q$', ';', '""ist verschlossen""', ':', 'h', '=']",;,punctuation,3150,spukhaus3,5
"['q$', ';', '""ist verschlossen""', ':', 'h', '=', '1', 'PRINT']",:,punctuation,3150,spukhaus3,5
"['THEN', 'GOSUB', '40600', ':', 'lz', '=', '1', ':']",:,punctuation,3170,spukhaus3,5
"['lz', '=', '1', ':', 'h', '=', '1', 'IF']",:,punctuation,3170,spukhaus3,5
"['IF', 'LEFT$', '(', 'vn$', ',', '4', ')']",(,punctuation,3180,spukhaus3,5
"['LEFT$', '(', 'vn$', ',', '4', ')', '=', '""sieh""']",",",punctuation,3180,spukhaus3,5
"['vn$', ',', '4', ')', '=', '""sieh""', 'AND', 'MID$']",),punctuation,3180,spukhaus3,5
"['""sieh""', 'AND', 'MID$', '(', 'vn$', ',', 'lg', '-']",(,punctuation,3180,spukhaus3,5
"['MID$', '(', 'vn$', ',', 'lg', '-', '4', ',']",",",punctuation,3180,spukhaus3,5
"['lg', '-', '4', ',', '5', ')', '=', '""kamin""']",",",punctuation,3180,spukhaus3,5
"['4', ',', '5', ')', '=', '""kamin""', 'THEN', 'GOSUB']",),punctuation,3180,spukhaus3,5
"['THEN', 'PRINT', 'q$', ';', '""geht nicht""', ':', 'h', '=']",;,punctuation,3200,spukhaus3,5
"['q$', ';', '""geht nicht""', ':', 'h', '=', '1', 'bu']",:,punctuation,3200,spukhaus3,5
"['THEN', 'GOSUB', '40300', ':', 'gt', '=', '1', ':']",:,punctuation,3210,spukhaus3,5
"['gt', '=', '1', ':', 'h', '=', '1', 'PRINT']",:,punctuation,3210,spukhaus3,5
"['yy', 'GOTO', '2000', ',', '10000', ',', '10000', 'q']",",",punctuation,3230,spukhaus3,5
"['2000', ',', '10000', ',', '10000', 'q', '=', '0']",",",punctuation,3230,spukhaus3,5
"['yy', 'GOTO', '6000', ',', '8000', ',', '41100', 'IF']",",",punctuation,3250,spukhaus3,5
"['6000', ',', '8000', ',', '41100', 'IF', 'a%', '(']",",",punctuation,3250,spukhaus3,5
"['THEN', 'GOSUB', '40500', ':', 'h', '=', '1', 'NEXT']",:,punctuation,3270,spukhaus3,5
"['THEN', 'GOSUB', '40500', ':', 'h', '=', '1', 'IF']",:,punctuation,3280,spukhaus3,5
"['THEN', 'GOSUB', '40400', ':', 'h', '=', '1', 'PRINT']",:,punctuation,3290,spukhaus3,5
"['=', '1', 'AND', '(', 'vn$', '=', '""w""', 'OR']",(,punctuation,3295,spukhaus3,5
"['vn$', '=', '""geh tuer""', ')', 'THEN', '13000']",),punctuation,3295,spukhaus3,5
"['THEN', 'GOSUB', '40700', ':', 'ks', '=', '0', ':']",:,punctuation,3300,spukhaus3,5
"['ks', '=', '0', ':', 'h', '=', '1', ':']",:,punctuation,3300,spukhaus3,5
"['h', '=', '1', ':', 'ke', '=', '2', 'bu']",:,punctuation,3300,spukhaus3,5
"['h', '=', '1', ':', 'GOSUB', '41500', ':', 'ab']",:,punctuation,3310,spukhaus3,5
"[':', 'GOSUB', '41500', ':', 'ab', '=', '0', 'PRINT']",:,punctuation,3310,spukhaus3,5
"['1', 'AND', 'LEFT$', '(', 'vn$', ',', '4', ')']",(,punctuation,3400,spukhaus3,5
"['LEFT$', '(', 'vn$', ',', '4', ')', '=', '""sieh""']",",",punctuation,3400,spukhaus3,5
"['vn$', ',', '4', ')', '=', '""sieh""', 'AND', 'MID$']",),punctuation,3400,spukhaus3,5
"['""sieh""', 'AND', 'MID$', '(', 'vn$', ',', 'LEN', '(']",(,punctuation,3400,spukhaus3,5
"['MID$', '(', 'vn$', ',', 'LEN', '(', 'vn$', ')']",",",punctuation,3400,spukhaus3,5
"['vn$', ',', 'LEN', '(', 'vn$', ')', '-', '4']",(,punctuation,3400,spukhaus3,5
"['LEN', '(', 'vn$', ')', '-', '4', ',', '5']",),punctuation,3400,spukhaus3,5
"[')', '-', '4', ',', '5', ')', '=', '""stuhl""']",",",punctuation,3400,spukhaus3,5
"['4', ',', '5', ')', '=', '""stuhl""', 'THEN', 'GOSUB']",),punctuation,3400,spukhaus3,5
"['THEN', 'GOSUB', '41000', ':', 'h', '=', '1', 'bu']",:,punctuation,3400,spukhaus3,5
"['1', 'AND', 'LEFT$', '(', 'vn$', ',', '4', ')']",(,punctuation,3410,spukhaus3,5
"['LEFT$', '(', 'vn$', ',', '4', ')', '=', '""sieh""']",",",punctuation,3410,spukhaus3,5
"['vn$', ',', '4', ')', '=', '""sieh""', 'AND', 'MID$']",),punctuation,3410,spukhaus3,5
"['""sieh""', 'AND', 'MID$', '(', 'vn$', ',', 'LEN', '(']",(,punctuation,3410,spukhaus3,5
"['MID$', '(', 'vn$', ',', 'LEN', '(', 'vn$', ')']",",",punctuation,3410,spukhaus3,5
"['vn$', ',', 'LEN', '(', 'vn$', ')', '-', '4']",(,punctuation,3410,spukhaus3,5
"['LEN', '(', 'vn$', ')', '-', '4', ',', '5']",),punctuation,3410,spukhaus3,5
"[')', '-', '4', ',', '5', ')', '=', '""stuhl""']",",",punctuation,3410,spukhaus3,5
"['4', ',', '5', ')', '=', '""stuhl""', 'THEN', 'GOSUB']",),punctuation,3410,spukhaus3,5
"['h', '=', '1', ':', 'sc', '=', '1', ':']",:,punctuation,3420,spukhaus3,5
"['sc', '=', '1', ':', 'bb', '=', '0', ':']",:,punctuation,3420,spukhaus3,5
"['bb', '=', '0', ':', 'GOSUB', '40700', 'p', '=']",:,punctuation,3420,spukhaus3,5
"['1', 'TO', '2000', ':', 'NEXT', ':', 'h', '=']",:,punctuation,3800,spukhaus3,5
"['2000', ':', 'NEXT', ':', 'h', '=', '0', ':']",:,punctuation,3800,spukhaus3,5
"['h', '=', '0', ':', 'GOTO', '3100', 'bu', '=']",:,punctuation,3800,spukhaus3,5
"['GOSUB', '40200', ':', 'FOR', 'q', '=', '1']",:,punctuation,3900,spukhaus3,5
"['1', 'TO', '2000', ':', 'NEXT', ':', 'GOTO', '3100']",:,punctuation,3900,spukhaus3,5
"['2000', ':', 'NEXT', ':', 'GOTO', '3100', 'bu', '=']",:,punctuation,3900,spukhaus3,5
"['zi', '=', '3', ':', 'GOSUB', '45000', 'zn', '=']",:,punctuation,4000,spukhaus3,5
"['THEN', 'PRINT', 'q$', ';', '""{rvs_on}{up}{up}{up}{up}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{CBM-G}""', 'GET', 'a$', ':']",;,punctuation,4010,spukhaus3,5
"['PRINT', 'q$', ';', '""du bist im labor""', 'GOTO', '4005', 'IF']",;,punctuation,4040,spukhaus3,5
"['1', 'TO', '2000', ':', 'NEXT', ':', 'GOSUB', '49000']",:,punctuation,4047,spukhaus3,5
"['2000', ':', 'NEXT', ':', 'GOSUB', '49000']",:,punctuation,4047,spukhaus3,5
"['GOSUB', '49000', ':', 'GOSUB', '12000', ':', 'GOSUB']",:,punctuation,4105,spukhaus3,5
"[':', 'GOSUB', '12000', ':', 'GOSUB', '14000']",:,punctuation,4105,spukhaus3,5
"['THEN', 'GOSUB', '40500', ':', 'h', '=', '1', '{CTRL-P}']",:,punctuation,4112,spukhaus3,5
"['THEN', 'GOSUB', '40500', ':', 'h', '=', '1']",:,punctuation,4125,spukhaus3,5
"['THEN', 'GOSUB', '40400', ':', 'h', '=', '1']",:,punctuation,4127,spukhaus3,5
"['yy', 'GOTO', '41100', ',', '3000', ',', '3000', 'NEXT']",",",punctuation,4130,spukhaus3,5
"['41100', ',', '3000', ',', '3000', 'NEXT', 'k2', '=']",",",punctuation,4130,spukhaus3,5
"['THEN', 'GOSUB', '40200', ':', 'h', '=', '1', 'FOR']",:,punctuation,4140,spukhaus3,5
"['yy', 'GOTO', '10000', ',', '1000', ',', '7000', 'l']",",",punctuation,4150,spukhaus3,5
"['10000', ',', '1000', ',', '7000', 'l', '=', '1']",",",punctuation,4150,spukhaus3,5
"['THEN', 'GOSUB', '40700', ':', 'ke', '=', '2', ':']",:,punctuation,4160,spukhaus3,5
"['ke', '=', '2', ':', 'h', '=', '1', ':']",:,punctuation,4160,spukhaus3,5
"['h', '=', '1', ':', 'kl', '=', '0', 'GOSUB']",:,punctuation,4160,spukhaus3,5
"['IF', 'LEFT$', '(', 'vn$', ',', '4', ')']",(,punctuation,4200,spukhaus3,5
"['LEFT$', '(', 'vn$', ',', '4', ')', '=', '""sieh""']",",",punctuation,4200,spukhaus3,5
"['vn$', ',', '4', ')', '=', '""sieh""', 'AND', 'MID$']",),punctuation,4200,spukhaus3,5
"['""sieh""', 'AND', 'MID$', '(', 'vn$', ',', 'lg', '-']",(,punctuation,4200,spukhaus3,5
"['MID$', '(', 'vn$', ',', 'lg', '-', '4', ',']",",",punctuation,4200,spukhaus3,5
"['lg', '-', '4', ',', '5', ')', '=', '""regal""']",",",punctuation,4200,spukhaus3,5
"['4', ',', '5', ')', '=', '""regal""', 'AND', 'ha']",),punctuation,4200,spukhaus3,5
"['THEN', 'GOSUB', '41000', ':', 'h', '=', '1', 'POKE']",:,punctuation,4200,spukhaus3,5
"['IF', 'LEFT$', '(', 'vn$', ',', '4', ')']",(,punctuation,4210,spukhaus3,5
"['LEFT$', '(', 'vn$', ',', '4', ')', '=', '""sieh""']",",",punctuation,4210,spukhaus3,5
"['vn$', ',', '4', ')', '=', '""sieh""', 'AND', 'MID$']",),punctuation,4210,spukhaus3,5
"['""sieh""', 'AND', 'MID$', '(', 'vn$', ',', 'lg', '-']",(,punctuation,4210,spukhaus3,5
"['MID$', '(', 'vn$', ',', 'lg', '-', '4', ',']",",",punctuation,4210,spukhaus3,5
"['lg', '-', '4', ',', '5', ')', '=', '""regal""']",",",punctuation,4210,spukhaus3,5
"['4', ',', '5', ')', '=', '""regal""', 'AND', 'ha']",),punctuation,4210,spukhaus3,5
"['THEN', 'GOSUB', '40700', ':', 'h', '=', '1', ':']",:,punctuation,4220,spukhaus3,5
"['h', '=', '1', ':', 'ha', '=', '2', 'PRINT']",:,punctuation,4220,spukhaus3,5
"['THEN', 'PRINT', '""{clr}{down}{down}das war gift""', ':', 'PRINT', '""{down}du bist tot""', ':', 'GOSUB']",:,punctuation,4230,spukhaus3,5
"[':', 'PRINT', '""{down}du bist tot""', ':', 'GOSUB', '20400', ':', 'END']",:,punctuation,4230,spukhaus3,5
"[':', 'GOSUB', '20400', ':', 'END', 'IF', 'RND', '(']",:,punctuation,4230,spukhaus3,5
"['1', 'TO', '2000', ':', 'NEXT', ':', 'h', '=']",:,punctuation,4900,spukhaus3,5
"['2000', ':', 'NEXT', ':', 'h', '=', '0', ':']",:,punctuation,4900,spukhaus3,5
"['h', '=', '0', ':', 'GOTO', '4100', 'GET', 'a$']",:,punctuation,4900,spukhaus3,5
"['GOSUB', '40200', ':', 'FOR', 'q', '=', '1']",:,punctuation,4910,spukhaus3,5
"['1', 'TO', '2000', ':', 'NEXT', ':', 'GOTO', '4100']",:,punctuation,4910,spukhaus3,5
"['2000', ':', 'NEXT', ':', 'GOTO', '4100', 'PRINT', '""{clr}auf dieser karte be-""']",:,punctuation,4910,spukhaus3,5
"['PRINT', '""{clr}{down}{down}{down}{red}du stehst vor dem     {down}{down}{down}spukhaus""', ':', 'vn$', '=', '""""', 'PRINT']",:,punctuation,5000,spukhaus3,5
"['PRINT', '""{down}{down}{down}es ist 14.00 uhr""', ':', 'PRINT', '""{down}suche jane""', 'RETURN', 'IF']",:,punctuation,5010,spukhaus3,5
"['1', 'TO', '10', ':', 'POKE', '36878', ',', '15']",:,punctuation,5030,spukhaus3,5
"[':', 'POKE', '36878', ',', '15', ':', 'POKE', '36874']",",",punctuation,5030,spukhaus3,5
"['36878', ',', '15', ':', 'POKE', '36874', ',', '200']",:,punctuation,5030,spukhaus3,5
"[':', 'POKE', '36874', ',', '200', '+', 'q', '*']",",",punctuation,5030,spukhaus3,5
"['q', '*', '2', ':', 'FOR', 'qq', '=', '1']",:,punctuation,5030,spukhaus3,5
"['1', 'TO', '100', ':', 'NEXT', 'qq', 'NEXT', 'a']",:,punctuation,5030,spukhaus3,5
"['POKE', '36874', ',', '210', '+', 'q', '*']",",",punctuation,5040,spukhaus3,5
"['q', '*', '2', ':', 'FOR', 'qq', '=', '1']",:,punctuation,5040,spukhaus3,5
"['1', 'TO', '100', ':', 'NEXT', 'qq', ',', 'q']",:,punctuation,5040,spukhaus3,5
"[':', 'NEXT', 'qq', ',', 'q', ':', 'FOR', 'q']",",",punctuation,5040,spukhaus3,5
"['qq', ',', 'q', ':', 'FOR', 'q', '=', '1']",:,punctuation,5040,spukhaus3,5
"['POKE', '36874', ',', '230', '+', 'q', '*']",",",punctuation,5050,spukhaus3,5
"['q', '*', '1.1', ':', 'POKE', '36875', ',', '230']",:,punctuation,5050,spukhaus3,5
"[':', 'POKE', '36875', ',', '230', '-', 'q', '*']",",",punctuation,5050,spukhaus3,5
"['q', '*', '1.1', ':', 'NEXT', 'q', ':', 'POKE']",:,punctuation,5050,spukhaus3,5
"[':', 'NEXT', 'q', ':', 'POKE', '36874', ',', '0']",:,punctuation,5050,spukhaus3,5
"[':', 'POKE', '36874', ',', '0', ':', 'POKE', '36875']",",",punctuation,5050,spukhaus3,5
"['36874', ',', '0', ':', 'POKE', '36875', ',', '0']",:,punctuation,5050,spukhaus3,5
"[':', 'POKE', '36875', ',', '0', 'IF', 'ASC', '(']",",",punctuation,5050,spukhaus3,5
"['zi', '=', '5', ':', 'GOSUB', '45000', 'PRINT', '""{home}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}""']",:,punctuation,6000,spukhaus3,5
"['THEN', 'PRINT', 'q$', ';', '""{rvs_on}{up}{up}{up}{right}{right}{right}{right}{right}{right}{right}{SHIFT-POUND}""', 'RETURN', 'j', '=']",;,punctuation,6010,spukhaus3,5
"['THEN', 'PRINT', 'q$', ';', '""{rvs_on}{red}{up}{up}{right}{right}{right}{right}{right}{CBM-Q}""']",;,punctuation,6045,spukhaus3,5
"['PRINT', 'q$', ';', '""du bist im schlaf-""', 'NEXT', ':', 'e']",;,punctuation,6050,spukhaus3,5
"['1', 'TO', '2000', ':', 'NEXT', ':', 'GOSUB', '49000']",:,punctuation,6060,spukhaus3,5
"['2000', ':', 'NEXT', ':', 'GOSUB', '49000', ':', 'h']",:,punctuation,6060,spukhaus3,5
"[':', 'GOSUB', '49000', ':', 'h', '=', '0', 'NEXT']",:,punctuation,6060,spukhaus3,5
"['GOSUB', '49000', ':', 'GOSUB', '12000', ':', 'GOSUB']",:,punctuation,6105,spukhaus3,5
"[':', 'GOSUB', '12000', ':', 'GOSUB', '14000']",:,punctuation,6105,spukhaus3,5
"['THEN', 'GOSUB', '40500', ':', 'h', '=', '1']",:,punctuation,6107,spukhaus3,5
"['yy', 'GOTO', '7000', ',', '41100', ',', '2000', '""{down}""']",",",punctuation,6110,spukhaus3,5
"['7000', ',', '41100', ',', '2000', '""{down}""', 'down', 'RETURN']",",",punctuation,6110,spukhaus3,5
"['THEN', 'GOSUB', '40500', ':', 'h', '=', '1']",:,punctuation,6115,spukhaus3,5
