ngram,count
"['IF', 'd2', '=']",1
"['AND', 'lz', '=']",1
"[':', 'lz', '=']",1
"[':', 'gt', '=']",1
"['IF', 'lz', '=']",1
"['IF', 'ab', '=']",1
"['=', 'q', 'FOR']",7
"['0', 'h', ':']",1
"['OR', 'vn$', '0']",1
"['=', 'gt', 'AND']",1
"['=', 'lz', 'AND']",1
"['=', 'lz', ':']",1
"['THEN', 'h', '=']",4
"['IF', 'bb', '<>']",1
"['(', 'vn$', '=']",1
"['IF', 'ks', '=']",1
"['AND', 'vn$', ':']",1
"['(', 'vn$', '(']",1
"['IF', 'bb', '=']",1
"['=', 'bb', 'IF']",1
"['=', 'h', '(']",1
"['=', 'gt', 'IF']",2
"['IF', 'gt', '=']",1
"['IF', 'et', '=']",1
"['IF', 'gt', 'GOSUB']",1
"['=', 'et', 'IF']",1
"['GOTO', 'vn$', '8000']",1
"['IF', 'db', '=']",1
"['THEN', 'db', '=']",1
"['IF', 'yy', '=']",2
"['THEN', 'lt', '=']",1
"['THEN', 'zt', '=']",1
"['THEN', 'et', '=']",1
"['=', 'li', ':']",1
"['PRINT', 'q$', '""du bist in der""']",1
"[';', 'q$', 'PRINT']",3
"['1', 'se', 'IF']",1
"['IF', 'hb', '=']",2
"['=', 'aa', ':']",2
"['=', 'aa', '""lies zettel""']",1
"[':', 'hb', '=']",1
"['IF', 'es', '=']",1
"['IF', 'aa', '=']",1
"['IF', 'hb', '<>']",1
"[',', 'vn$', 'AND']",1
"['=', 'vn$', '10000']",1
"['(', 'z$', '=']",2
"['(', 'z$', '""   hiO HSP {CBM-+}{CBM-+}{CBM-+}O      ""']",1
"[',', 'lt', 'IF']",1
"['IF', 'lt', '=']",1
"['""n""', 'vn$', 'OR']",1
"['IF', 'kl', '=']",2
"['=', 'ke', ':']",1
"[':', 'bb', '=']",1
"['AND', 'lt', '=']",1
"['1', 'h', ':']",1
"['=', 'lt', 'AND']",1
"['1', 'ge', 'IF']",1
"['+', 'q', '*']",2
"['-', 'q', 'POKE']",1
"[':', 'q', ',']",1
"['=', 'qq', 'NEXT']",1
"['IF', 'sz', '=']",1
"['IF', 'gj', '=']",1
"['AND', 'ha', '=']",1
"[':', 'ha', '=']",1
"['AND', 'ha', 'AND']",1
"[':', 'h', 'FOR']",1
"['(', 'i', '4110']",1
"[':', 'bf', '=']",1
"['(', 'a$', 'i']",1
"['a$', 'i', '+']",1
"['THEN', 'a$', 'LEFT$']",1
"[':', 'i', '=']",4
"['=', 'i', '-']",1
"['>', 'i', 'i']",1
"['i', 'i', '+']",1
"['(', 'i', '>']",1
"['=', 'i', '(']",2
"['IF', 'j', '=']",3
"['THEN', 'a$', '=']",12
"['+', 'g$', '+']",1
"['=', 'i', '+']",6
"['GET', 'g$', ':']",6
"['IF', 'g$', '=']",2
"['IF', 'g$', '<>']",3
"['THEN', 'n2', '=']",4
"['IF', 'n2', '>']",1
"['>', 'n', 'THEN']",2
"['IF', 'n1', '>']",1
"['THEN', 'n1', '=']",2
"[';', 'f$', ':']",2
"[',', 'f$', ':']",2
"['IF', 'j', '<']",2
"['OR', 'j', '>']",1
"['=', 'j', ':']",6
"['IF', 'd', 'THEN']",1
"['=', 'n1', ':']",1
"[':', 'n1', '=']",1
"['(', 'n1', ')']",1
"['IF', 'n1', '=']",1
"['AND', 'b', '7']",1
"['=', 'g$', 'IF']",7
"[')', 'c', '(']",9
"['<>', 'g$', 'IF']",1
"[':', 'g$', 'GET']",6
"[':', 'n2', 'TO']",3
"['TO', 'n1', '=']",3
"['+', 'f$', ',']",1
"['+', 'n1', '-']",2
"['-', 'n2', '=']",2
"['-', 'n', '=']",3
"[':', 'a$', '=']",15
"[':', 'l$', 'PRINT']",2
"['THEN', 'bf', 'IF']",2
"['a$', 'a$', ':']",1
"['=', 'b', 'OR']",3
"[',', 'a$', '(']",9
"[':', 'b$', 'READ']",1
"['(', 'a$', 'DIM']",1
"['+', 'l$', '=']",1
"['=', 'l$', ':']",4
"[',', 'l$', '+']",1
"['+', 'l$', '(']",1
"['(', 'b$', ')']",2
"['+', 'n2', '=']",1
"['(', 'a$', '=']",10
"['+', 'c', '(']",2
"['(', 'a$', ':']",5
"[')', 'n2', '(']",1
"['TO', 'n', '=']",2
"['GOTO', 'b', 'ON']",1
"['<', 'b', 'AND']",1
"['<>', 'b', 'IF']",1
"['THEN', 'b$', '<>']",1
"['THEN', 'n', '<']",2
"['<', 'n2', 'IF']",1
"['+', 'n', '=']",3
"['STEP', 'c', 'TO']",1
"['TO', 'n', '1']",1
"['=', 'c$', ':']",1
"[':', 'i', '+']",4
"['+', 'c', '=']",5
"[')', 'c', 'a$']",1
"['THEN', 'c', '=']",9
"['=', 'n1', 'IF']",3
"[')', 'n1', '(']",1
"[':', 'd', '+']",5
"['+', 'c', 'TO']",2
"['+', 'n1', '=']",1
"['=', 'j', 'IF']",7
"[')', 'g$', '(']",1
"['-', 'i', ',']",2
"['=', 'a$', 'THEN']",7
"['>', 'i', '(']",2
"['=', 'i', '157']",1
"['LEFT$', 'c$', 'PRINT']",1
"['=', 's', ':']",16
"['THEN', 's', '>']",1
"['(', 'a$', 'a$']",13
"[')', 'd', '+']",7
"['TO', 'n2', ':']",1
"[':', 'c', '""?verify error in""']",1
"['THEN', 'n2', '<']",1
"['<', 'c', 'AND']",1
"['(', 'a$', '<>']",1
"['=', 'n1', 'THEN']",1
"['THEN', 'c', '>']",1
"['>', 'n1', 'IF']",1
"['+', 'i', 'a$']",1
"['+', 'a$', '=']",1
"['IF', 'bf', 'THEN']",1
"[':', 'c', 'NEXT']",2
"['=', 'c', '(']",2
"[':', 'j$', '=']",1
"['(', 'l$', ',']",8
"[',', 'k', ',']",1
"['IF', 'j$', '<>']",1
"['FOR', 'p', '=']",3
"['=', 'pc', 'TO']",1
"['TO', 'p', '+']",1
"['+', 'l', '-']",1
"['=', 'k', '+']",3
"['IF', 'a$', '<>']",19
"['(', 'o$', ',']",2
"[',', 'j', ',']",2
"['POKE', 'p', ',']",7
"[',', 's', ':']",5
"['NEXT', 'p', ':']",1
"[':', 's', '=']",10
"['=', 's', '-']",4
"['*', 's%', ':']",1
"['PRINT', 'pc', 'TAB(']",1
"[')', 'o', 'TAB(']",1
"[')', 's', 'TAB(']",1
"['/', 's', '=']",1
"['THEN', 's', '=']",6
"['-', 'pc', '-']",1
"['s', 's', '+']",1
"['AND', 's', '<']",1
"['IF', 'oi', '-']",1
"['+', 'pc', '=']",2
"[',', 'o', ':']",2
"['POKE', 'pc', '+']",6
"['THEN', 'b$', '=']",3
"['IF', 'oi', '>']",4
"['(', 'l$', ')']",2
"['IF', 'j$', '=']",3
"['OR', 'j$', '=']",2
"['THEN', 'i', '=']",4
"[':', 'j$', '+']",1
"['=', 'b$', 'j$']",1
"['NOT', 'f', 'THEN']",1
"[':', 'a', '(']",4
"['(', 'lc', '-']",1
"['""opcode error in""', 'z', ':']",1
"['(', 'j', '-']",1
"[':', 'l$', '=']",1
"['IF', 'oi', '=']",1
"[',', 'l$', '(']",1
"['THEN', 'l', '=']",5
"['1', 'oi', 'TO']",1
"[':', 'l', '=']",9
"['=', 'l', '-']",5
"['NOT', 'di', 'THEN']",1
"['IF', 'di', 'THEN']",1
"['THEN', 'f$', '=']",1
"['=', 'f$', '+']",1
"['IF', 'g$', '<']",1
"['OR', 'g$', '>']",1
"['NEXT', 'l$', ',']",1
"['AND', 'di', ')']",2
"[':', 'z', '=']",10
"['=', 'z', '+']",6
"[',', 'a', '(']",5
"['READ', 'ai$', '(']",1
"['READ', 'o$', ':']",1
"['READ', 'a$', ':']",3
"['+', 'a$', ':']",2
"[':', 'o$', '=']",1
"['=', 'o$', '+']",1
"['DIM', 'ad%', '(']",1
"['READ', 'ad%', '(']",1
"[':', 'o%', 'READ']",1
"[',', 'l$', ':']",1
"['+', 's%', '(']",1
"['(', 'ai', ')']",2
"['IF', 'ai', '<']",1
"['AND', 'l', '>']",1
"['IF', 'ai', '=']",2
"['OR', 'l', '=']",5
"['THEN', 'o', '=']",3
"['=', 'o', 'o']",2
"['+', 'lc', '=']",1
"['=', 'lc', 'THEN']",1
"['THEN', 'a$', '(']",1
"['(', 'lc', ')']",2
"['AND', 'di', ',']",1
"['=', 'j$', ':']",1
"['-', 'j', 'IF']",1
"[',', 'j', '55']",1
"[')', 'j$', '(']",1
"['+', 's', '*']",2
"['/', 's', '(']",1
"['=', 'a$', 'RETURN']",1
"['0', 's', 'IF']",1
"['=', 's', 'THEN']",8
"[')', 'j', '(']",6
"['-', 'lc', 'TO']",1
"['(', 'j', ')']",2
"['=', 'e', ':']",2
"['=', 's', '+']",4
"['IF', 'e', '=']",3
"['OR', 'oi', '=']",4
"['^', 'ai', 'AND']",1
"['AND', 'ad%', '(']",1
"['(', 'oi', ')']",1
"['IF', 'ai', '6']",1
"['IF', 'l', '=']",3
"['AND', 'oi', '=']",1
"['=', 'ai', 'AND']",1
"['(', 'oi', '>']",3
"['(', 'ai', '>']",1
"['(', 'oi', '=']",1
"['FOR', 'ai', '=']",1
"['b$', 'ai$', '(']",1
"[':', 's', 'PRINT']",1
"[':', 'a$', '+']",1
"['=', 'a$', ':']",4
"[':', 's%', '*']",1
"['=', 's', '/']",1
"['256', 's%', 'a$']",1
"['<>', 'wa$', 'IF']",1
"[':', 'wa$', 'GET']",1
"['=', 'sa$', ':']",2
"['+', 'sa', ':']",1
"['=', 'sa', '-']",1
"['-', 's', ':']",2
"['=', 's', '=']",1
"['(', 'a$', 'sa']",1
"['a$', 'sa', 'i']",1
"['sa', 'i', '+']",1
"[':', 'i', ',']",7
"[':', 'dz', 'p2']",1
"['dz', 'p2', '=']",1
"[':', 'f2$', '900']",1
"['=', 'a', '*']",1
"['THEN', 'a', '16']",1
"['*', 'a', '-']",1
"['(', 'dz', 'STEP']",1
"['=', 'dz', '16']",1
"[':', 'dz', 'STEP']",1
"['f%', 'p2', '=']",1
"['<', 'p2', '(']",1
"['THEN', 'p2', 'IF']",1
"['(', 'pc', '=']",1
"['=', 'dz', ':']",1
"[':', 'm$', 'p1']",1
"['m$', 'p1', ')']",1
"['(', 'f%', 'READ']",1
"[')', 'i', 'i']",2
"['i', 'i', ':']",3
"['(', 'l%', ',']",1
"[',', 'f%', ')']",1
"['(', 'm$', 'DIM']",1
"['(', 'f1$', ',']",1
"[',', 'a$', ')']",1
"[':', 'e', 'READ']",1
"['=', 'hi', 'THEN']",2
"['THEN', 'hi', '>']",2
"['>', 's', 'IF']",3
"['OR', 'schussk', '270']",1
"['-', 'i', 'TO']",1
"[',', 'i', ':']",8
"['POKE', 'i', ',']",9
"['+', 'hi', ')']",1
"['TO', 'i', '+']",4
"['POKE', 'i', '+']",12
"[',', 'r', ':']",7
"['24', 'i', '=']",1
"['READ', 'r', ':']",2
"['+', 'r', '48']",1
"['SYS', 's4', ':']",1
"['SYS', 's5', ':']",1
"['SYS', 's6', ':']",1
"['SYS', 's7', ':']",1
"['SYS', 's8', ':']",1
"['>', 'ai', 'THEN']",1
"['SYS', 's1', ':']",1
"['IF', 'ml', '<']",1
"['THEN', 'ml', '=']",1
"['IF', 'mr', '>']",1
"['THEN', 'mr', '=']",1
"['m', 'mr', 'q']",1
"['mr', 'q', '=']",1
"['(', 'p', ')']",3
"[':', 'op', '=']",1
"['=', 'm', '-']",3
"['=', 'tt', 'THEN']",1
"['THEN', 'nm', '=']",2
"['=', 'm', '+']",6
"['=', 'ol', '+']",1
"['(', 'nm', '/']",1
"['=', 'nm', ':']",2
"['-', 'nm', '=']",1
"['nm', 'm', 'THEN']",1
"['IF', 'nm', '>']",1
"['=', 'p', '+']",5
"['+', 'm', '(']",8
"['IF', 'm', '<']",1
"['<', 'sm', 'OR']",1
"['OR', 'm', '>']",1
"['>', 'em', 'THEN']",1
"['THEN', 'm', '58']",1
"['=', 'dc', '+']",3
"['IF', 'dc', '>']",1
"['PEEK', 'm', ':']",1
"['-', 'sm', ':']",1
"['(', 'cp', '=']",1
"['=', 'cm', 'OR']",1
"[':', 'cm', '=']",2
"['AND', 'cp', '=']",1
"['=', 'tl', ':']",1
"[')', 'm', '=']",1
"['=', 'mc', 'AND']",1
"['AND', 'rm', '=']",1
"['THEN', 'rm', '=']",1
"[':', 'dc', '=']",5
"['p', 'p', '+']",1
"['IF', 'p', '>']",3
"['>', 'em', '=']",1
"['THEN', 'm', '(']",2
"['=', 'm', '(']",9
"['IF', 'dc', '=']",1
"['=', 'cd', 'THEN']",1
"['IF', 'r', '=']",8
"['IF', 'm', '(']",1
"['<>', 'tl', '+']",1
"['+', 'dw', '*']",6
"['*', 'll', 'THEN']",2
"['(', 'x', '+']",6
"['*', 'v', ':']",1
"['IF', 'm', '=']",1
"['*', 'u', ':']",1
"['(', 'x', '1']",1
"['=', 'ec', 'THEN']",3
"[':', 'q', '=']",5
"['(', 'op', ')']",1
"['IF', 'q', '-']",2
"['-', 'd', '*']",2
"['q', 'd', ')']",1
"['THEN', 'np', '=']",1
"['(', 'm', ')']",2
"['IF', 'np', '=']",1
"['<>', 'tr', '+']",1
"['FOR', 'tc', '=']",1
"['6', 'm', ')']",1
"['POKE', 'bc', ',']",3
"[',', 'w2', ':']",1
"['POKE', 'bc', '+']",3
"['+', 'vp', ',']",8
"[',', 'co', ':']",3
"['NEXT', 'm', 'TO']",1
"[',', 'w1', ':']",1
"['POKE', 'tc', '+']",2
"['vp', 'co', ':']",1
"['FOR', 'bc', '=']",1
"['-', 'l', ':']",2
"['=', 'tl', 'm']",1
"['tl', 'm', '=']",1
"[':', 'c', '=']",31
"[':', 't', '=']",6
"[':', 'rm', '=']",1
"['(', 'l', 'g']",1
"['l', 'g', '(']",1
"['=', 'l', '*']",1
"['*', 'w', '-']",1
"[':', 'w4', '=']",1
"[':', 'w', '(']",2
"[':', 'dw', '=']",1
"[':', 'cd', '=']",1
"[':', 'w2', '=']",1
"[':', 'ce', '=']",1
"[':', 'tt', '=']",2
"['*', 'h', '/']",1
"['TO', 'tl', ':']",1
"['=', 'ce', '/']",1
"['/', 'w', '(']",3
"[',', 'ce', ':']",1
"['=', 'sm', '+']",3
"['*', 'h', ')']",2
"[':', 'em', '=']",1
"['+', 'h', ':']",1
"['FOR', 'a', '=']",10
"['=', 'sm', 'TO']",1
"['TO', 'em', ':']",1
"['POKE', 'a', ',']",7
"['IF', 'p', '<']",3
"['<', 'ox', 'THEN']",1
"['THEN', 'ox', '=']",1
"['*', 'l', ')']",1
"[':', 'mc', '=']",1
"['+', 'sm', 'RND']",1
"['=', 'tl', '+']",2
"[':', 'ms', '=']",1
"['=', 'sm', ':']",1
"['=', 'a', 'sm']",1
"['=', 'c', '+']",2
"['IF', 'c', '<']",2
"['<', 'h', 'THEN']",1
"['FOR', 'cb', '-']",1
"['-', 'w', '(']",1
"['(', 'c', ')']",2
"[')', 'b', '=']",1
"['=', 'dc', 'TO']",1
"['TO', 'dd', ':']",1
"['(', 'b', '0']",1
"['AND', 'm', '(']",1
"['(', 'me', '=']",1
"['=', 'g', 'AND']",2
"['AND', 'm', 'me']",1
"['m', 'me', '(']",1
"['=', 'tm', '-']",1
"['-', 'l', '*']",1
"['(', 'tm', '/']",1
"['/', 'l', ')']",1
"['IF', 'a', ')']",1
"[',', 'cp', ':']",1
"['=', 'cm', '/']",1
"['/', 'od', ':']",1
"['POKE', 'm', 'w']",1
"['m', 'w', '/']",1
"['/', 'cp', '=']",1
"['INT', 'cm', '(']",1
"[':', 'cp', '15']",1
"['+', 'l', ':']",2
"['=', 'dd', '+']",1
"['+', 'a', 'l']",1
"['a', 'l', ':']",1
"['POKE', 'p2', '+']",1
"['POKE', 'p3', '+']",1
"['*', 'll', ')']",1
"['IF', 'dd', '<=']",1
"['<=', 'em', 'THEN']",1
"['=', 'll', '/']",1
"['/', 'aa', ':']",1
"['+', 'aa', ':']",1
"['=', 'p2', '+']",1
"['+', 'bb', ':']",1
"[':', 'bb', 'p3']",1
"['OR', 'c', '=']",2
"['THEN', 'aa', '-']",1
"['=', 'p2', '-']",1
"['POKE', 'p1', ',']",1
"[',', 'w3', ':']",2
"['POKE', 'p2', ',']",1
"['POKE', 'p3', ',']",1
"['IF', 'cb', '=']",1
"['IF', 'b', '=']",2
"['POKE', 'a', '+']",2
"['(', 'u', ')']",8
"[',', 't1', ':']",1
"[',', 'b1', ':']",1
"['=', 'b', '+']",3
"['IF', 'b', '<']",1
"['<', 'dw', 'THEN']",1
"['THEN', 'tc', '=']",3
"['=', 'tc', '+']",2
"['+', 'u', ':']",3
"[',', 'sw', ':']",1
"['POKE', 'b', '+']",12
"['NEXT', 'b', ':']",2
"['=', 'ml', ':']",1
"[':', 'u', '=']",5
"['=', 'll', '+']",1
"['IF', 'tc', '=']",1
"['=', 'bc', '-']",1
"['-', 'll', 'THEN']",1
"['FOR', 'b', '=']",4
"['+', 'll', 'TO']",1
"['TO', 'bc', '-']",1
"['-', 'll', 'STEP']",2
"['(', 'tc', '-']",2
"['-', 'u', '+']",2
"['+', 'll', ')']",1
"['DIM', 'm', '(']",1
"[',', 'w', '(']",1
"['-', 'v', '-']",1
"['STEP', 'll', ':']",1
"[',', 'w3', 'bc']",1
"['w3', 'bc', ':']",1
"[',', 'tw', ':']",1
"[',', 'bw', 'POKE']",1
"['OR', 'dc', '=']",1
"['IF', 'y', '=']",3
"['AND', 'z', '=']",1
"['=', 'tc', '-']",1
"[':', 'bw', '=']",1
"['=', 'u', '-']",1
"['-', 'll', ':']",2
"['99', 'v', 'v']",1
"['v', 'v', '+']",1
"['+', 'll', ':']",2
"[':', 'n', '=']",6
"['(', 'op', '+']",1
"['+', 'lm', '=']",1
"['21', 'ld', ')']",1
"[':', 'bc', '=']",2
"['IF', 'd', '+']",1
"['THEN', 'u', '=']",4
"['=', 'u', '+']",2
"['+', 'x', '*']",3
"['(', 'n', '/']",1
"['/', 'd', ')']",1
"['*', 'll', ':']",1
"['=', 'll', '-']",5
"[':', 'v', '=']",5
"[':', 'b1', '=']",5
"[':', 'sw', '=']",1
"['FOR', 'x', '=']",8
"['IF', 'f', '3']",1
"['AND', 'op', '=']",1
"['THEN', 'ld', '=']",1
"['IF', 'q', '*']",2
"[':', 't1', '=']",1
"[':', 'tw', '=']",1
"['+', 't', 'POKE']",4
"['*', 'v', '=']",2
"['=', 'pm', 'THEN']",1
"['+', 'v', ',']",4
"['32', 'pc', '=']",1
"['POKE', 'pc', ',']",3
"[',', 'c', '(']",6
"['(', 'v', 'pc']",1
"['v', 'pc', ')']",1
"['(', 'ic', 'POKE']",1
"['=', 'zz', '+']",1
"['IF', 'zz', '<']",1
"['POKE', 't', ',']",13
"['POKE', 't', 'i']",1
"['=', 'sc', '+']",8
"['POKE', 't', '-']",1
"['PRINT', 'p$', '""{black}""']",1
"['IF', 'ac', '=']",2
"['ON', 's', 'GOTO']",1
"['IF', 'pc', '=']",2
"['=', 'pm', '+']",4
"['(', 'a$', '+']",1
"['POKE', 'pm', ',']",3
"['(', 'pm', '+']",2
"['(', 'im', ')']",3
"['+', 'v', '(']",9
"['(', 'ic', ')']",4
"['(', 'im', '+']",1
"['POKE', 't', '+']",9
"['POKE', 'pm', '+']",2
"['=', 'pc', 'THEN']",1
"['(', 'v', '=']",5
"['=', 'v', '*']",1
"['*', 'v', '(']",1
"['IF', 'pm', '=']",2
"['OR', 'ac', '=']",1
"['(', 'ic', '-']",1
"['(', 'v', '*']",1
"['IF', 'v', '=']",3
"[',', 't', 'POKE']",15
"['=', 'k', 'FOR']",11
"['(', 'c', ':']",2
"[':', 'c', '107']",1
"['(', 'v', ':']",2
"['1', 'v', ':']",2
"['=', 'zz', ':']",3
"['=', 'sc', ':']",6
"[':', 'c', ',']",2
"[',', 'a', '+']",5
"['=', 'ic', ':']",1
"['=', 'im', ':']",1
"[':', 'v', '(']",5
"[')', 'ic', '(']",1
"['(', 'c', ',']",2
"[',', 'pc', 'POKE']",1
"['im', 'c', ',']",1
"[',', 'pm', 'POKE']",1
"[',', 'h', 'READ']",1
"['IF', 'c', '=']",7
"['(', 'i', '+']",3
"[':', 'f', '=']",7
"['IF', 'f', '<>']",1
"['*', 'f', '+']",1
"['FOR', 'tt', '=']",6
"[':', 'im', '=']",1
"['THEN', 'ic', '1']",1
"[':', 'oc', '=']",1
"['PRINT', 'p$', ';']",1
"[';', 'xx', '=']",1
"['=', 'xx', '-']",6
"['TO', 'i', ':']",1
"['=', 'xx', '+']",7
"['READ', 'c', ':']",1
"[',', 'i', 'OR']",1
"['pc', 'c', '(']",1
"[':', 'pm', ',']",1
"['TO', 'i', '100']",1
"[':', 'a$', ':']",1
"['RETURN', 'a$', '""{rvs_off}""']",1
"['<>', 'a$', 'AND']",4
"[':', 'a$', '""{rvs_off}""']",1
"['(', 'n%', ':']",2
"['INPUT', 'pn$', '(']",1
"['""schwierigkeitsgrad    spieler""', 'k', '""(1-9)? ""']",1
"['(', 'pn$', '(']",1
"['(', 'k', ')']",1
"['pn$', 'k', ')']",1
"['""          ""', 'pn$', '(']",1
"['IF', 'a$', '<']",1
"[':', 'td', '-']",1
"['=', 'td', 'THEN']",1
"[')', 't', '(']",5
"['*', 'td', '+']",1
"['+', 't', '=']",6
"['+', 'td', '*']",1
"['+', 'pk', '(']",4
"['THEN', 'tx', '>']",1
"[':', 'pk', '=']",1
"[',', 'pe', 'POKE']",1
"[':', 'nn', 'TO']",1
"['=', 'ii', 'FOR']",2
"['+', 'pk', '=']",2
"['THEN', 'pk', '=']",1
"[')', 'd', '-']",1
"[':', 'd', '-']",1
"[':', 'd', '=']",4
"['0', 'ps', 'THEN']",1
"['=', 'i$', 'IF']",2
"['-', 'd', '=']",4
"['=', 'd', ':']",4
"['+', 'pk', '*']",1
"['AND', 'pk', 'pk']",1
"['pk', 'pk', 'd']",1
"['pk', 'd', '(']",1
"[')', 'd', '=']",1
"[')', 'd', '(']",4
"['=', 'v$', ':']",1
"['=', 'pl', 'THEN']",2
"['+', 'pl', '=']",2
"['(', 'pm%', ',']",1
"['(', 'ps%', ',']",1
"['(', 'n%', 'DIM']",1
"[',', 'b$', '(']",2
"[')', 'pl', '(']",3
"['<', 't', '(']",1
"['""{home}{rvs_on} spieler""', 'b$', '""{clr}{red}""']",1
"['=', 'pk', ':']",1
"['+', 'ts', '=']",1
"['=', 'tx', '7933']",1
"['+', 'px', '=']",1
"['=', 'px', ':']",1
"['(', 'ps%', ':']",1
"[':', 'py', 'TO']",2
"['=', 'pl', 'IF']",2
"[')', 'q', '+']",2
"['TO', 'pl', '=']",1
"['=', 'kk', 'FOR']",1
"[':', 'pl', '+']",1
"[')', 'xx', '(']",5
"['(', 'ps$', '""{down}letzte punktzahl:""']",1
"['(', 'pm%', '""{down}punktdurchs.    :""']",1
"['(', 'n%', '-']",2
"['*', 'x', '-']",1
"['THEN', 'py', '>']",1
"['>', 'x', 'IF']",2
"['=', 'xx', ':']",2
"[')', 'aa', ',']",1
"['-', 'aa', '=']",1
"['=', 'aa', 'THEN']",1
"['>', 'aa', 'AND']",1
"['(', 'pm%', '(']",1
"['=', 'd', 'THEN']",10
"['=', 'o', 'IF']",3
"['22', 'd', 'THEN']",1
"['<', 'ps', 'IF']",1
"['1000', 'ts', 'ti']",1
"['-', 'pc', '(']",1
"['-', 'pc', '=']",1
"['(', 'pn$', '""{rvs_on}{SHIFT--}{rvs_off}""']",1
"['=', 'q', 'THEN']",8
"['>', 'i', 'IF']",2
"['-', 'i', '(']",2
"[')', 'ps', '+']",1
"['-', 'px', '(']",1
"[')', 'pl', 'pm%']",1
"['pl', 'pm%', '(']",1
"['+', 'x', '-']",2
"['POKE', 'y', ',']",6
"['0', 'y', 'POKE']",1
"['POKE', 'x', '-']",1
"['=', 'x', '-']",10
"['OR', 'un', ')']",1
"['""{up}""', 'ob', ')']",1
"['(', 'x', '-']",5
"['AND', 'bu', '=']",1
"['(', 'y', '-']",3
"['-', 'x', '+']",5
"[':', 're', '=']",1
"['-', 'z', ':']",2
"['IF', 'za', '-']",1
"[':', 'un', '37151']",1
"[':', 'bu', '=']",1
"['POKE', 'x', ',']",4
"[',', 'x', '32']",1
"['32', 'x', '=']",1
"['OR', 'li', ')']",1
"['OR', 're', ')']",1
"['POKE', 'x', '+']",5
"['IF', 'za', 'z']",1
"['za', 'z', '>']",1
"['=', 'x', '+']",15
"['READ', 'x$', ':']",1
"[':', 'za', '=']",1
"['IF', 'a', '=']",4
"['IF', 'i', '<=']",1
"['LEN', 'i', '(']",1
"['IF', 'a', '<']",2
"['OR', 'a', '>']",1
"['ON', 'a', 'GOTO']",2
"['AND', 'a$', '<>']",6
"['THEN', 'za', '=']",3
"['=', 'za', '+']",2
"['PRINT', 'a$', ';']",3
"['+', 'j', '*']",3
"[':', 'i', 'FOR']",1
"['=', 'za', '-']",1
"[':', 'ob', ')']",1
"['""""', 'q$', ':']",1
"['IF', 'q$', '=']",7
"['READ', 'a$', ',']",4
"[',', 'b$', ',']",3
"[',', 'd$', ',']",2
"[',', 'e$', ',']",4
"['IF', 'f$', '<>']",2
"[',', 'c$', ',']",4
"['GET', 'q$', ':']",6
"['""25""', 'b$', ';']",1
"['FOR', 'y', '=']",10
"['""35""', 'c$', ';']",1
"['""62""', 'e$', ';']",1
"['IF', 'f$', '=']",3
"[';', 'b$', ';']",2
"[':', 'q$', '=']",1
"['IF', 'q$', '<>']",3
"[';', 'a$', ';']",1
"[';', 'd$', ';']",1
"[';', 'e$', ';']",1
"['(', 'q$', ')']",1
"['<>', 'f$', 'IF']",1
"['f$', 'a$', 'READ']",1
"['=', 'q$', 'IF']",1
"[':', 'z', ',']",3
"[':', 'z', 'READ']",1
"['=', 'ax', ':']",1
"['=', 'aq', ':']",2
"['-', 'b', 'POKE']",35
"['-', 'b', ',']",1
"['=', 'z', 'FOR']",3
"['-', 'b', ':']",1
"['=', 'hg', ':']",4
"['=', 'sh', 'THEN']",3
"['THEN', 'h2', '>']",1
"['>', 'h1', 'IF']",1
"['=', 'h2', 'THEN']",1
"['=', 'sh', 'IF']",1
"['=', 'h1', 'THEN']",5
"['THEN', 'h2', '=']",1
"['=', 'h1', 'IF']",2
"['THEN', 'h1', 'h2']",1
"['+', 'gf', 'POKE']",4
"[':', 'f', 'NEXT']",2
"[',', 'k', '*']",2
"['*', 'y', ')']",3
"['-', 'x', '(']",2
"['=', 'y', ':']",12
"['/', 'b', '=']",1
"['*', 'v', '+']",1
"['+', 'om', '=']",1
"['/', 'j', '=']",1
"[',', 'j', 'POKE']",4
"['-', 'b', '(']",14
"[':', 'aq', '+']",1
"['+', 'aq', '=']",1
"['=', 'pk', 'THEN']",1
"['>', 'ax', 'IF']",1
"['=', 'zz', 'THEN']",1
"['<', 'zz', 'IF']",1
"['-', 'zz', '=']",1
"[':', 'ax', '+']",1
"['=', 'k', ':']",4
"['+', 'vb', '=']",1
"['=', 'om', ':']",1
"[',', 'l', ':']",5
"['=', 'en', 'FOR']",1
"[':', 't', ',']",18
"['=', 't', 'FOR']",68
"['=', 'b', 'POKE']",1
"[',', 'b', ':']",7
"[',', 'ii', '+']",1
"['=', 'xx', 'FOR']",1
"['>', 'af', 'IF']",2
"['-', 'xx', 'POKE']",2
"[',', 'xx', 'POKE']",1
"['<', 'af', 'AND']",1
"['<', 'af', 'IF']",1
"['+', 'af', '=']",1
"[',', 'af', 'POKE']",1
"['-', 'af', 'ON']",1
"[':', 'bu', ',']",1
"[')', 'ge%', 're']",1
"['ge%', 're', '(']",1
"['(', 're', '+']",1
"['(', 're', '(']",2
"['(', 'aa%', '+']",1
"[')', 're', 'bb%']",1
"['re', 'bb%', '+']",1
"['PRINT', 'pe$', '""{blue}""']",1
"[')', 're', 'un%']",1
"['re', 'un%', '+']",1
"['(', 'ei%', 'THEN']",2
"[')', 're', '(']",15
